0x000080		EUR
0x000c19	ఙ	ng
0x000c1a	చ	c
0x000c1b	ఛ	ch
0x000c1c	జ	j
0x000c1d	ఝ	jh
0x000c1e	ఞ	ny
0x000c1f	ట	tt
0x000c20	ఠ	tth
0x000c21	డ	dd
0x000c22	ఢ	ddh
0x000c23	ణ	nn
0x000c24	త	t
0x000c25	థ	th
0x000c26	ద	d
0x000c27	ధ	dh
0x000c28	న	n
0x000c29	఩	
0x000c2a	ప	p
0x000c2b	ఫ	ph
0x000c2c	బ	b
0x000c2d	భ	bh
0x000c2e	మ	m
0x000c2f	య	y
0x000c30	ర	r
0x000c31	ఱ	rr
0x000c32	ల	l
0x000c33	ళ	ll
0x000c34	ఴ	
0x000c35	వ	v
0x000c36	శ	sh
0x000c37	ష	ss
0x000c38	స	s
0x000c39	హ	h
0x000c3a	఺	
0x000c3b	఻	
0x000c3c	఼	
0x000c3d	ఽ	
0x000c3e	ా	aa
0x000c3f	ి	i
0x000c40	ీ	ii
0x000c41	ు	u
0x000c42	ూ	uu
0x000c43	ృ	R
0x000c44	ౄ	RR
0x000c45	౅	
0x000c46	ె	e
0x000c47	ే	ee
0x000c48	ై	ai
0x000c49	౉	
0x000c4a	ొ	o
0x000c4b	ో	oo
0x000c4c	ౌ	au
0x000c4d	్	
0x000c4e	౎	
0x000c4f	౏	
0x000c50	౐	
0x000c51	౑	
0x000c52	౒	
0x000c53	౓	
0x000c54	౔	
0x000c55	ౕ	+
0x000c56	ౖ	+
0x000c57	౗	
0x000c58	ౘ	
0x000c59	ౙ	
0x000c5a	ౚ	
0x000c5b	౛	
0x000c5c	౜	
0x000c5d	ౝ	
0x000c5e	౞	
0x000c5f	౟	
0x000c60	ౠ	RR
0x000c61	ౡ	LL
0x000c62	ౢ	
0x000c63	ౣ	
0x000c64	౤	
0x000c65	౥	
0x000c66	౦	0
0x000c67	౧	1
0x000c68	౨	2
0x000c69	౩	3
0x000c6a	౪	4
0x000c6b	౫	5
0x000c6c	౬	6
0x000c6d	౭	7
0x000c6e	౮	8
0x000c6f	౯	9
0x000c70	౰	
0x000c71	౱	
0x000c72	౲	
0x000c73	౳	
0x000c74	౴	
0x000c75	౵	
0x000c76	౶	
0x000c77	౷	
0x000c78	౸	
0x000c79	౹	
0x000c7a	౺	
0x000c7b	౻	
0x000c7c	౼	
0x000c7d	౽	
0x000c7e	౾	
0x000c7f	౿	
0x000c80	ಀ	
0x000c81	ಁ	
0x000c82	ಂ	N
0x000c83	ಃ	H
0x000c84	಄	
0x000c85	ಅ	a
0x000c86	ಆ	aa
0x000c87	ಇ	i
0x000c88	ಈ	ii
0x000c89	ಉ	u
0x000c8a	ಊ	uu
0x000c8b	ಋ	R
0x000c8c	ಌ	L
0x000c8d	಍	
0x000c8e	ಎ	e
0x000c8f	ಏ	ee
0x000c90	ಐ	ai
0x000c91	಑	
0x000c92	ಒ	o
0x000c93	ಓ	oo
0x000c94	ಔ	au
0x000c95	ಕ	k
0x000c96	ಖ	kh
0x000c97	ಗ	g
0x000c98	ಘ	gh
0x000c99	ಙ	ng
0x000c9a	ಚ	c
0x000c9b	ಛ	ch
0x000c9c	ಜ	j
0x000c9d	ಝ	jh
0x000c9e	ಞ	ny
0x000c9f	ಟ	tt
0x000ca0	ಠ	tth
0x000ca1	ಡ	dd
0x000ca2	ಢ	ddh
0x000ca3	ಣ	nn
0x000ca4	ತ	t
0x000ca5	ಥ	th
0x000ca6	ದ	d
0x000ca7	ಧ	dh
0x000ca8	ನ	n
0x000ca9	಩	
0x000caa	ಪ	p
0x000cab	ಫ	ph
0x000cac	ಬ	b
0x000cad	ಭ	bh
0x000cae	ಮ	m
0x000caf	ಯ	y
0x000cb0	ರ	r
0x000cb1	ಱ	rr
0x000cb2	ಲ	l
0x000cb3	ಳ	ll
0x000cb4	಴	
0x000cb5	ವ	v
0x000cb6	ಶ	sh
0x000cb7	ಷ	ss
0x000cb8	ಸ	s
0x000cb9	ಹ	h
0x000cba	಺	
0x000cbb	಻	
0x000cbc	಼	
0x000cbd	ಽ	
0x000cbe	ಾ	aa
0x000cbf	ಿ	i
0x000cc0	ೀ	ii
0x000cc1	ು	u
0x000cc2	ೂ	uu
0x000cc3	ೃ	R
0x000cc4	ೄ	RR
0x000cc5	೅	
0x000cc6	ೆ	e
0x000cc7	ೇ	ee
0x000cc8	ೈ	ai
0x000cc9	೉	
0x000cca	ೊ	o
0x000ccb	ೋ	oo
0x000ccc	ೌ	au
0x000ccd	್	
0x000cce	೎	
0x000ccf	೏	
0x000cd0	೐	
0x000cd1	೑	
0x000cd2	೒	
0x000cd3	೓	
0x000cd4	೔	
0x000cd5	ೕ	+
0x000cd6	ೖ	+
0x000cd7	೗	
0x000cd8	೘	
0x000cd9	೙	
0x000cda	೚	
0x000cdb	೛	
0x000cdc	೜	
0x000cdd	ೝ	
0x000cde	ೞ	lll
0x000cdf	೟	
0x000ce0	ೠ	RR
0x000ce1	ೡ	LL
0x000ce2	ೢ	
0x000ce3	ೣ	
0x000ce4	೤	
0x000ce5	೥	
0x000ce6	೦	0
0x000ce7	೧	1
0x000ce8	೨	2
0x000ce9	೩	3
0x000cea	೪	4
0x000ceb	೫	5
0x000cec	೬	6
0x000ced	೭	7
0x000cee	೮	8
0x000cef	೯	9
0x000cf0	೰	
0x000cf1	ೱ	
0x000cf2	ೲ	
0x000cf3	ೳ	
0x000cf4	೴	
0x000cf5	೵	
0x000cf6	೶	
0x000cf7	೷	
0x000cf8	೸	
0x000cf9	೹	
0x000cfa	೺	
0x000cfb	೻	
0x000cfc	೼	
0x000cfd	೽	
0x000cfe	೾	
0x000cff	೿	
0x000d00	ഀ	
0x000d01	ഁ	
0x000d02	ം	N
0x000d03	ഃ	H
0x000d04	ഄ	
0x000d05	അ	a
0x000d06	ആ	aa
0x000d07	ഇ	i
0x000d08	ഈ	ii
0x000d09	ഉ	u
0x000d0a	ഊ	uu
0x000d0b	ഋ	R
0x000d0c	ഌ	L
0x000d0d	഍	
0x000d0e	എ	e
0x000d0f	ഏ	ee
0x000d10	ഐ	ai
0x000d11	഑	
0x000d12	ഒ	o
0x000d13	ഓ	oo
0x000d14	ഔ	au
0x000d15	ക	k
0x000d16	ഖ	kh
0x000d17	ഗ	g
0x000d18	ഘ	gh
0x000d19	ങ	ng
0x000d1a	ച	c
0x000d1b	ഛ	ch
0x000d1c	ജ	j
0x000d1d	ഝ	jh
0x000d1e	ഞ	ny
0x000d1f	ട	tt
0x000d20	ഠ	tth
0x000d21	ഡ	dd
0x000d22	ഢ	ddh
0x000d23	ണ	nn
0x000d24	ത	t
0x000d25	ഥ	th
0x000d26	ദ	d
0x000d27	ധ	dh
0x000d28	ന	n
0x000d29	ഩ	
0x000d2a	പ	p
0x000d2b	ഫ	ph
0x000d2c	ബ	b
0x000d2d	ഭ	bh
0x000d2e	മ	m
0x000d2f	യ	y
0x000d30	ര	r
0x000d31	റ	rr
0x000d32	ല	l
0x000d33	ള	ll
0x000d34	ഴ	lll
0x000d35	വ	v
0x000d36	ശ	sh
0x000d37	ഷ	ss
0x000d38	സ	s
0x000d39	ഹ	h
0x000d3a	ഺ	
0x000d3b	഻	
0x000d3c	഼	
0x000d3d	ഽ	
0x000d3e	ാ	aa
0x000d3f	ി	i
0x000d40	ീ	ii
0x000d41	ു	u
0x000d42	ൂ	uu
0x000d43	ൃ	R
0x000d44	ൄ	
0x000d45	൅	
0x000d46	െ	e
0x000d47	േ	ee
0x000d48	ൈ	ai
0x000d49	൉	
0x000d4a	ൊ	o
0x000d4b	ോ	oo
0x000d4c	ൌ	au
0x000d4d	്	
0x000d4e	ൎ	
0x000d4f	൏	
0x000d50	൐	
0x000d51	൑	
0x000d52	൒	
0x000d53	൓	
0x000d54	ൔ	
0x000d55	ൕ	
0x000d56	ൖ	
0x000d57	ൗ	+
0x000d58	൘	
0x000d59	൙	
0x000d5a	൚	
0x000d5b	൛	
0x000d5c	൜	
0x000d5d	൝	
0x000d5e	൞	
0x000d5f	ൟ	
0x000d60	ൠ	RR
0x000d61	ൡ	LL
0x000d62	ൢ	
0x000d63	ൣ	
0x000d64	൤	
0x000d65	൥	
0x000d66	൦	0
0x000d67	൧	1
0x000d68	൨	2
0x000d69	൩	3
0x000d6a	൪	4
0x000d6b	൫	5
0x000d6c	൬	6
0x000d6d	൭	7
0x000d6e	൮	8
0x000d6f	൯	9
0x000d70	൰	
0x000d71	൱	
0x000d72	൲	
0x000d73	൳	
0x000d74	൴	
0x000d75	൵	
0x000d76	൶	
0x000d77	൷	
0x000d78	൸	
0x000d79	൹	
0x000d7a	ൺ	
0x000d7b	ൻ	
0x000d7c	ർ	
0x000d7d	ൽ	
0x000d7e	ൾ	
0x000d7f	ൿ	
0x000d80	඀	
0x000d81	ඁ	
0x000d82	ං	N
0x000d83	ඃ	H
0x000d84	඄	
0x000d85	අ	a
0x000d86	ආ	aa
0x000d87	ඇ	ae
0x000d88	ඈ	aae
0x000d89	ඉ	i
0x000d8a	ඊ	ii
0x000d8b	උ	u
0x000d8c	ඌ	uu
0x000d8d	ඍ	R
0x000d8e	ඎ	RR
0x000d8f	ඏ	L
0x000d90	ඐ	LL
0x000d91	එ	e
0x000d92	ඒ	ee
0x000d93	ඓ	ai
0x000d94	ඔ	o
0x000d95	ඕ	oo
0x000d96	ඖ	au
0x000d97	඗	
0x000d98	඘	
0x000d99	඙	
0x000d9a	ක	k
0x000d9b	ඛ	kh
0x000d9c	ග	g
0x000d9d	ඝ	gh
0x000d9e	ඞ	ng
0x000d9f	ඟ	nng
0x000da0	ච	c
0x000da1	ඡ	ch
0x000da2	ජ	j
0x000da3	ඣ	jh
0x000da4	ඤ	ny
0x000da5	ඥ	jny
0x000da6	ඦ	nyj
0x000da7	ට	tt
0x000da8	ඨ	tth
0x000da9	ඩ	dd
0x000daa	ඪ	ddh
0x000dab	ණ	nn
0x000dac	ඬ	nndd
0x000dad	ත	t
0x000dae	ථ	th
0x000daf	ද	d
0x000db0	ධ	dh
0x000db1	න	n
0x000db2	඲	
0x000db3	ඳ	nd
0x000db4	ප	p
0x000db5	ඵ	ph
0x000db6	බ	b
0x000db7	භ	bh
0x000db8	ම	m
0x000db9	ඹ	mb
0x000dba	ය	y
0x000dbb	ර	r
0x000dbc	඼	
0x000dbd	ල	l
0x000dbe	඾	
0x000dbf	඿	
0x000dc0	ව	v
0x000dc1	ශ	sh
0x000dc2	ෂ	ss
0x000dc3	ස	s
0x000dc4	හ	h
0x000dc5	ළ	ll
0x000dc6	ෆ	f
0x000dc7	෇	
0x000dc8	෈	
0x000dc9	෉	
0x000dca	්	
0x000dcb	෋	
0x000dcc	෌	
0x000dcd	෍	
0x000dce	෎	
0x000dcf	ා	aa
0x000dd0	ැ	ae
0x000dd1	ෑ	aae
0x000dd2	ි	i
0x000dd3	ී	ii
0x000dd4	ු	u
0x000dd5	෕	
0x000dd6	ූ	uu
0x000dd7	෗	
0x000dd8	ෘ	R
0x000dd9	ෙ	e
0x000dda	ේ	ee
0x000ddb	ෛ	ai
0x000ddc	ො	o
0x000ddd	ෝ	oo
0x000dde	ෞ	au
0x000ddf	ෟ	L
0x000de0	෠	
0x000de1	෡	
0x000de2	෢	
0x000de3	෣	
0x000de4	෤	
0x000de5	෥	
0x000de6	෦	
0x000de7	෧	
0x000de8	෨	
0x000de9	෩	
0x000dea	෪	
0x000deb	෫	
0x000dec	෬	
0x000ded	෭	
0x000dee	෮	
0x000def	෯	
0x000df0	෰	
0x000df1	෱	
0x000df2	ෲ	RR
0x000df3	ෳ	LL
0x000df4	෴	 . 
0x000df5	෵	
0x000df6	෶	
0x000df7	෷	
0x000df8	෸	
0x000df9	෹	
0x000dfa	෺	
0x000dfb	෻	
0x000dfc	෼	
0x000dfd	෽	
0x000dfe	෾	
0x000dff	෿	
0x000e00	฀	
0x000e01	ก	k
0x000e02	ข	kh
0x000e03	ฃ	kh
0x000e04	ค	kh
0x000e05	ฅ	kh
0x000e06	ฆ	kh
0x000e07	ง	ng
0x000e08	จ	cch
0x000e09	ฉ	ch
0x000e0a	ช	ch
0x000e0b	ซ	ch
0x000e0c	ฌ	ch
0x000e0d	ญ	y
0x000e0e	ฎ	d
0x000e0f	ฏ	t
0x000e10	ฐ	th
0x000e11	ฑ	th
0x000e12	ฒ	th
0x000e13	ณ	n
0x000e14	ด	d
0x000e15	ต	t
0x000e16	ถ	th
0x000e17	ท	th
0x000e18	ธ	th
0x000e19	น	n
0x000e1a	บ	b
0x000e1b	ป	p
0x000e1c	ผ	ph
0x000e1d	ฝ	f
0x000e1e	พ	ph
0x000e1f	ฟ	f
0x000e20	ภ	ph
0x000e21	ม	m
0x000e22	ย	y
0x000e23	ร	r
0x000e24	ฤ	R
0x000e25	ล	l
0x000e26	ฦ	L
0x000e27	ว	w
0x000e28	ศ	s
0x000e29	ษ	s
0x000e2a	ส	s
0x000e2b	ห	h
0x000e2c	ฬ	l
0x000e2d	อ	`
0x000e2e	ฮ	h
0x000e2f	ฯ	~
0x000e30	ะ	a
0x000e31	ั	a
0x000e32	า	aa
0x000e33	ำ	am
0x000e34	ิ	i
0x000e35	ี	ii
0x000e36	ึ	ue
0x000e37	ื	uue
0x000e38	ุ	u
0x000e39	ู	uu
0x000e3a	ฺ	'
0x000e3b	฻	
0x000e3c	฼	
0x000e3d	฽	
0x000e3e	฾	
0x000e3f	฿	Bh.
0x000e40	เ	e
0x000e41	แ	ae
0x000e42	โ	o
0x000e43	ใ	ai
0x000e44	ไ	ai
0x000e45	ๅ	ao
0x000e46	ๆ	+
0x000e47	็	
0x000e48	่	
0x000e49	้	
0x000e4a	๊	
0x000e4b	๋	
0x000e4c	์	
0x000e4d	ํ	M
0x000e4e	๎	
0x000e4f	๏	 * 
0x000e50	๐	0
0x000e51	๑	1
0x000e52	๒	2
0x000e53	๓	3
0x000e54	๔	4
0x000e55	๕	5
0x000e56	๖	6
0x000e57	๗	7
0x000e58	๘	8
0x000e59	๙	9
0x000e5a	๚	 // 
0x000e5b	๛	 /// 
0x000e5c	๜	
0x000e5d	๝	
0x000e5e	๞	
0x000e5f	๟	
0x000e60	๠	
0x000e61	๡	
0x000e62	๢	
0x000e63	๣	
0x000e64	๤	
0x000e65	๥	
0x000e66	๦	
0x000e67	๧	
0x000e68	๨	
0x000e69	๩	
0x000e6a	๪	
0x000e6b	๫	
0x000e6c	๬	
0x000e6d	๭	
0x000e6e	๮	
0x000e6f	๯	
0x000e70	๰	
0x000e71	๱	
0x000e72	๲	
0x000e73	๳	
0x000e74	๴	
0x000e75	๵	
0x000e76	๶	
0x000e77	๷	
0x000e78	๸	
0x000e79	๹	
0x000e7a	๺	
0x000e7b	๻	
0x000e7c	๼	
0x000e7d	๽	
0x000e7e	๾	
0x000e7f	๿	
0x000e80	຀	
0x000e81	ກ	k
0x000e82	ຂ	kh
0x000e83	຃	
0x000e84	ຄ	kh
0x000e85	຅	
0x000e86	ຆ	
0x000e87	ງ	ng
0x000e88	ຈ	ch
0x000e89	ຉ	
0x000e8a	ຊ	s
0x000e8b	຋	
0x000e8c	ຌ	
0x000e8d	ຍ	ny
0x000e8e	ຎ	
0x000e8f	ຏ	
0x000e90	ຐ	
0x000e91	ຑ	
0x000e92	ຒ	
0x000e93	ຓ	
0x000e94	ດ	d
0x000e95	ຕ	h
0x000e96	ຖ	th
0x000e97	ທ	th
0x000e98	ຘ	
0x000e99	ນ	n
0x000e9a	ບ	b
0x000e9b	ປ	p
0x000e9c	ຜ	ph
0x000e9d	ຝ	f
0x000e9e	ພ	ph
0x000e9f	ຟ	f
0x000ea0	ຠ	
0x000ea1	ມ	m
0x000ea2	ຢ	y
0x000ea3	ຣ	r
0x000ea4	຤	
0x000ea5	ລ	l
0x000ea6	຦	
0x000ea7	ວ	w
0x000ea8	ຨ	
0x000ea9	ຩ	
0x000eaa	ສ	s
0x000eab	ຫ	h
0x000eac	ຬ	
0x000ead	ອ	`
0x000eae	ຮ	
0x000eaf	ຯ	~
0x000eb0	ະ	a
0x000eb1	ັ	
0x000eb2	າ	aa
0x000eb3	ຳ	am
0x000eb4	ິ	i
0x000eb5	ີ	ii
0x000eb6	ຶ	y
0x000eb7	ື	yy
0x000eb8	ຸ	u
0x000eb9	ູ	uu
0x000eba	຺	
0x000ebb	ົ	o
0x000ebc	ຼ	l
0x000ebd	ຽ	ny
0x000ebe	຾	
0x000ebf	຿	
0x000ec0	ເ	e
0x000ec1	ແ	ei
0x000ec2	ໂ	o
0x000ec3	ໃ	ay
0x000ec4	ໄ	ai
0x000ec5	໅	
0x000ec6	ໆ	+
0x000ec7	໇	
0x000ec8	່	
0x000ec9	້	
0x000eca	໊	
0x000ecb	໋	
0x000ecc	໌	
0x000ecd	ໍ	M
0x000ece	໎	
0x000ecf	໏	
0x000ed0	໐	0
0x000ed1	໑	1
0x000ed2	໒	2
0x000ed3	໓	3
0x000ed4	໔	4
0x000ed5	໕	5
0x000ed6	໖	6
0x000ed7	໗	7
0x000ed8	໘	8
0x000ed9	໙	9
0x000eda	໚	
0x000edb	໛	
0x000edc	ໜ	hn
0x000edd	ໝ	hm
0x000ede	ໞ	
0x000edf	ໟ	
0x000ee0	໠	
0x000ee1	໡	
0x000ee2	໢	
0x000ee3	໣	
0x000ee4	໤	
0x000ee5	໥	
0x000ee6	໦	
0x000ee7	໧	
0x000ee8	໨	
0x000ee9	໩	
0x000eea	໪	
0x000eeb	໫	
0x000eec	໬	
0x000eed	໭	
0x000eee	໮	
0x000eef	໯	
0x000ef0	໰	
0x000ef1	໱	
0x000ef2	໲	
0x000ef3	໳	
0x000ef4	໴	
0x000ef5	໵	
0x000ef6	໶	
0x000ef7	໷	
0x000ef8	໸	
0x000ef9	໹	
0x000efa	໺	
0x000efb	໻	
0x000efc	໼	
0x000efd	໽	
0x000efe	໾	
0x000eff	໿	
0x000f00	ༀ	AUM
0x000f01	༁	
0x000f02	༂	
0x000f03	༃	
0x000f04	༄	
0x000f05	༅	
0x000f06	༆	
0x000f07	༇	
0x000f08	༈	 // 
0x000f09	༉	 * 
0x000f0a	༊	
0x000f0b	་	-
0x000f0c	༌	 / 
0x000f0d	།	 / 
0x000f0e	༎	 // 
0x000f0f	༏	 -/ 
0x000f10	༐	 +/ 
0x000f11	༑	 X/ 
0x000f12	༒	 /XX/ 
0x000f13	༓	 /X/ 
0x000f14	༔	, 
0x000f15	༕	
0x000f16	༖	
0x000f17	༗	
0x000f18	༘	
0x000f19	༙	
0x000f1a	༚	
0x000f1b	༛	
0x000f1c	༜	
0x000f1d	༝	
0x000f1e	༞	
0x000f1f	༟	
0x000f20	༠	0
0x000f21	༡	1
0x000f22	༢	2
0x000f23	༣	3
0x000f24	༤	4
0x000f25	༥	5
0x000f26	༦	6
0x000f27	༧	7
0x000f28	༨	8
0x000f29	༩	9
0x000f2a	༪	.5
0x000f2b	༫	1.5
0x000f2c	༬	2.5
0x000f2d	༭	3.5
0x000f2e	༮	4.5
0x000f2f	༯	5.5
0x000f30	༰	6.5
0x000f31	༱	7.5
0x000f32	༲	8.5
0x000f33	༳	-.5
0x000f34	༴	+
0x000f35	༵	*
0x000f36	༶	^
0x000f37	༷	_
0x000f38	༸	
0x000f39	༹	~
0x000f3a	༺	
0x000f3b	༻	]
0x000f3c	༼	[[
0x000f3d	༽	]]
0x000f3e	༾	
0x000f3f	༿	
0x000f40	ཀ	k
0x000f41	ཁ	kh
0x000f42	ག	g
0x000f43	གྷ	gh
0x000f44	ང	ng
0x000f45	ཅ	c
0x000f46	ཆ	ch
0x000f47	ཇ	j
0x000f48	཈	
0x000f49	ཉ	ny
0x000f4a	ཊ	tt
0x000f4b	ཋ	tth
0x000f4c	ཌ	dd
0x000f4d	ཌྷ	ddh
0x000f4e	ཎ	nn
0x000f4f	ཏ	t
0x000f50	ཐ	th
0x000f51	ད	d
0x000f52	དྷ	dh
0x000f53	ན	n
0x000f54	པ	p
0x000f55	ཕ	ph
0x000f56	བ	b
0x000f57	བྷ	bh
0x000f58	མ	m
0x000f59	ཙ	ts
0x000f5a	ཚ	tsh
0x000f5b	ཛ	dz
0x000f5c	ཛྷ	dzh
0x000f5d	ཝ	w
0x000f5e	ཞ	zh
0x000f5f	ཟ	z
0x000f60	འ	'
0x000f61	ཡ	y
0x000f62	ར	r
0x000f63	ལ	l
0x000f64	ཤ	sh
0x000f65	ཥ	ssh
0x000f66	ས	s
0x000f67	ཧ	h
0x000f68	ཨ	a
0x000f69	ཀྵ	kss
0x000f6a	ཪ	r
0x000f6b	ཫ	
0x000f6c	ཬ	
0x000f6d	཭	
0x000f6e	཮	
0x000f6f	཯	
0x000f70	཰	
0x000f71	ཱ	aa
0x000f72	ི	i
0x000f73	ཱི	ii
0x000f74	ུ	u
0x000f75	ཱུ	uu
0x000f76	ྲྀ	R
0x000f77	ཷ	RR
0x000f78	ླྀ	L
0x000f79	ཹ	LL
0x000f7a	ེ	e
0x000f7b	ཻ	ee
0x000f7c	ོ	o
0x000f7d	ཽ	oo
0x000f7e	ཾ	M
0x000f7f	ཿ	H
0x000f80	ྀ	i
0x000f81	ཱྀ	ii
0x000f82	ྂ	
0x000f83	ྃ	
0x000f84	྄	
0x000f85	྅	
0x000f86	྆	
0x000f87	྇	
0x000f88	ྈ	
0x000f89	ྉ	
0x000f8a	ྊ	
0x000f8b	ྋ	
0x000f8c	ྌ	
0x000f8d	ྍ	
0x000f8e	ྎ	
0x000f8f	ྏ	
0x000f90	ྐ	k
0x000f91	ྑ	kh
0x000f92	ྒ	g
0x000f93	ྒྷ	gh
0x000f94	ྔ	ng
0x000f95	ྕ	c
0x000f96	ྖ	ch
0x000f97	ྗ	j
0x000f98	྘	
0x000f99	ྙ	ny
0x000f9a	ྚ	tt
0x000f9b	ྛ	tth
0x000f9c	ྜ	dd
0x000f9d	ྜྷ	ddh
0x000f9e	ྞ	nn
0x000f9f	ྟ	t
0x000fa0	ྠ	th
0x000fa1	ྡ	d
0x000fa2	ྡྷ	dh
0x000fa3	ྣ	n
0x000fa4	ྤ	p
0x000fa5	ྥ	ph
0x000fa6	ྦ	b
0x000fa7	ྦྷ	bh
0x000fa8	ྨ	m
0x000fa9	ྩ	ts
0x000faa	ྪ	tsh
0x000fab	ྫ	dz
0x000fac	ྫྷ	dzh
0x000fad	ྭ	w
0x000fae	ྮ	zh
0x000faf	ྯ	z
0x000fb0	ྰ	'
0x000fb1	ྱ	y
0x000fb2	ྲ	r
0x000fb3	ླ	l
0x000fb4	ྴ	sh
0x000fb5	ྵ	ss
0x000fb6	ྶ	s
0x000fb7	ྷ	h
0x000fb8	ྸ	a
0x000fb9	ྐྵ	kss
0x000fba	ྺ	w
0x000fbb	ྻ	y
0x000fbc	ྼ	r
0x000fbd	྽	
0x000fbe	྾	X
0x000fbf	྿	 :X: 
0x000fc0	࿀	 /O/ 
0x000fc1	࿁	 /o/ 
0x000fc2	࿂	 \o\ 
0x000fc3	࿃	 (O) 
0x000fc4	࿄	
0x000fc5	࿅	
0x000fc6	࿆	
0x000fc7	࿇	
0x000fc8	࿈	
0x000fc9	࿉	
0x000fca	࿊	
0x000fcb	࿋	
0x000fcc	࿌	
0x000fcd	࿍	
0x000fce	࿎	
0x000fcf	࿏	
0x000fd0	࿐	
0x000fd1	࿑	
0x000fd2	࿒	
0x000fd3	࿓	
0x000fd4	࿔	
0x000fd5	࿕	
0x000fd6	࿖	
0x000fd7	࿗	
0x000fd8	࿘	
0x000fd9	࿙	
0x000fda	࿚	
0x000fdb	࿛	
0x000fdc	࿜	
0x000fdd	࿝	
0x000fde	࿞	
0x000fdf	࿟	
0x000fe0	࿠	
0x000fe1	࿡	
0x000fe2	࿢	
0x000fe3	࿣	
0x000fe4	࿤	
0x000fe5	࿥	
0x000fe6	࿦	
0x000fe7	࿧	
0x000fe8	࿨	
0x000fe9	࿩	
0x000fea	࿪	
0x000feb	࿫	
0x000fec	࿬	
0x000fed	࿭	
0x000fee	࿮	
0x000fef	࿯	
0x000ff0	࿰	
0x000ff1	࿱	
0x000ff2	࿲	
0x000ff3	࿳	
0x000ff4	࿴	
0x000ff5	࿵	
0x000ff6	࿶	
0x000ff7	࿷	
0x000ff8	࿸	
0x000ff9	࿹	
0x000ffa	࿺	
0x000ffb	࿻	
0x000ffc	࿼	
0x000ffd	࿽	
0x000ffe	࿾	
0x000fff	࿿	
0x001000	က	k
0x001001	ခ	kh
0x001002	ဂ	g
0x001003	ဃ	gh
0x001004	င	ng
0x001005	စ	c
0x001006	ဆ	ch
0x001007	ဇ	j
0x001008	ဈ	jh
0x001009	ဉ	ny
0x00100a	ည	nny
0x00100b	ဋ	tt
0x00100c	ဌ	tth
0x00100d	ဍ	dd
0x00100e	ဎ	ddh
0x00100f	ဏ	nn
0x001010	တ	tt
0x001011	ထ	th
0x001012	ဒ	d
0x001013	ဓ	dh
0x001014	န	n
0x001015	ပ	p
0x001016	ဖ	ph
0x001017	ဗ	b
0x001018	ဘ	bh
0x001019	မ	m
0x00101a	ယ	y
0x00101b	ရ	r
0x00101c	လ	l
0x00101d	ဝ	w
0x00101e	သ	s
0x00101f	ဟ	h
0x001020	ဠ	ll
0x001021	အ	a
0x001022	ဢ	
0x001023	ဣ	i
0x001024	ဤ	ii
0x001025	ဥ	u
0x001026	ဦ	uu
0x001027	ဧ	e
0x001028	ဨ	
0x001029	ဩ	o
0x00102a	ဪ	au
0x00102b	ါ	
0x00102c	ာ	aa
0x00102d	ိ	i
0x00102e	ီ	ii
0x00102f	ု	u
0x001030	ူ	uu
0x001031	ေ	e
0x001032	ဲ	ai
0x001033	ဳ	
0x001034	ဴ	
0x001035	ဵ	
0x001036	ံ	N
0x001037	့	'
0x001038	း	:
0x001039	္	
0x00103a	်	
0x00103b	ျ	
0x00103c	ြ	
0x00103d	ွ	
0x00103e	ှ	
0x00103f	ဿ	
0x001040	၀	0
0x001041	၁	1
0x001042	၂	2
0x001043	၃	3
0x001044	၄	4
0x001045	၅	5
0x001046	၆	6
0x001047	၇	7
0x001048	၈	8
0x001049	၉	9
0x00104a	၊	 / 
0x00104b	။	 // 
0x00104c	၌	n*
0x00104d	၍	r*
0x00104e	၎	l*
0x00104f	၏	e*
0x001050	ၐ	sh
0x001051	ၑ	ss
0x001052	ၒ	R
0x001053	ၓ	RR
0x001054	ၔ	L
0x001055	ၕ	LL
0x001056	ၖ	R
0x001057	ၗ	RR
0x001058	ၘ	L
0x001059	ၙ	LL
0x00105a	ၚ	
0x00105b	ၛ	
0x00105c	ၜ	
0x00105d	ၝ	
0x00105e	ၞ	
0x00105f	ၟ	
0x001060	ၠ	
0x001061	ၡ	
0x001062	ၢ	
0x001063	ၣ	
0x001064	ၤ	
0x001065	ၥ	
0x001066	ၦ	
0x001067	ၧ	
0x001068	ၨ	
0x001069	ၩ	
0x00106a	ၪ	
0x00106b	ၫ	
0x00106c	ၬ	
0x00106d	ၭ	
0x00106e	ၮ	
0x00106f	ၯ	
0x001070	ၰ	
0x001071	ၱ	
0x001072	ၲ	
0x001073	ၳ	
0x001074	ၴ	
0x001075	ၵ	
0x001076	ၶ	
0x001077	ၷ	
0x001078	ၸ	
0x001079	ၹ	
0x00107a	ၺ	
0x00107b	ၻ	
0x0020a0	₠	ECU
0x0020a1	₡	CL
0x0020a2	₢	Cr
0x0020a3	₣	FF
0x0020a4	₤	L
0x0020a5	₥	mil
0x0020a6	₦	N
0x0020a7	₧	Pts
0x0020a8	₨	Rs
0x0020a9	₩	W
0x0020aa	₪	NS
0x0020ab	₫	D
0x0020ac	€	EUR
0x0020ad	₭	K
0x0020ae	₮	T
0x0020af	₯	Dr
0x0020b0	₰	
0x0020b1	₱	
0x0020b2	₲	
0x0020b3	₳	
0x0020b4	₴	
0x0020b5	₵	
0x0020b6	₶	
0x0020b7	₷	
